"Quel que soit le contexte, John Coltrane reste fidèle à lui-même et à la très haute idée de son art. Ce magnifique disque, avec ""Ballads"" et ""With Johnny Hartman"", s'inscrit dans cette sorte de trilogie qu'Impulse et Bob Thiele, producteur, avait demandé à Coltrane d'enregistrer afin de gagner les critiques qui l'éreintaient alors. Enregistrés le 26 septembre 1962 (le même jour d'ailleurs que la plupart des titres de ""Ballads""!) les 7 titres qui composent cet album n'ont donné lieu qu'à une seule et unique prise (aucune prise rejetée ou perdue, ce qui est presque historique dans les sessions de Coltrane). Il est vrai que Thiele avait mis en garde Ellington du perfectionnisme de John et que le Duke anticipait en déclarant après chaque morceau : ""c'est la bonne, on la garde""! Connaissant le caractère humble et respectueux de Coltrane on ne s'étonnera pas qu'il se soit rangé à l'avis d'Ellington. De la même façon que dans ""Ballads"" Coltrane s'était approprié et avait transcendé des thèmes tièdes, pour ne pas dire insipides, son jeu et ses interprétations forcent l'admiration tant ils élèvent la musique. Hodges, lui-même, concèdera que l'interprétation de Coltrane dans ""In a sentimental mood"" était la plus belle de toute. Pas de choc de générations ou de culture jazzistique ici, pas plus que de personnalités : Coltrane joue ce qu'il porte en lui avec ce don totale de lui-même, cette immense générosité et ce respect total des musiciens qui le caractérisaient. Une rencontre magique."	1
Cet album est surement un des meilleurs albums de Gainsbarre si ce n'est le meilleur. Entouré de ses musiciens anglais, son talent de compositeur est ici au sommet et les arrangements sont fabuleux. Cet album est destiné à tous les bassistes en herbe qui en auront pour des années avant d'acquérir un doigté aussi fabuleux que le bassiste anglais jouant ici. Les paroles sont elles aussi fabuleuses et on se laisse entrainer dans ce comte moderne que nous livre ici le grand Serge. A posséder absolument dans sa discothèque !!	1
"Mais qu'arrive-t-il à Rammstein ? Il m'avait certes fallu plusieurs écoutes pour totalement adhérer au précédent, mais là, l'audition répétée de ce ""disque"" me plonge dans un ennui indescriptible, j'en ressors hébété, et très inquiet quant à la suite, car il suffit de lire les interviews du groupe pour comprendre que cet album est le cadet de leurs soucis... Les trois-quatre titres rentre-dedans sont pas mal, mais indignes de leurs illustres prédécesseurs, Rammstein se contentant de répéter une formule qui nous a explosé les esgourdes, mais visiblement sans se casser le c.. pour nous pondre de nouveaux classiques... Le reste n'est que remplissage vaudevillesque qui dérangerait à peine l'auditrice hystérique de Frank Michael ! Y'a le feuer dans la baraque, et ça sent pas bon ! Moi, j'retourne écouter Mutter et revoir Live aus Berlin, en priant pour que ce groupe incroyable se réveille..."	0
J'ai découvert Jeff Buckley assez récemment, et je dois avouer qu'au début j'ai eu du mal à l'écouter, car c'est vraiment différent de tout ce que j'ai pu écouter avant, mais plus j'ai écouté, et plus j'ai aimé. Je suis rentrée peu à peu dans son univers, et je suis restée scotchée! Ses chansons sont magiques, intemporelles... la beauté de cet album réside dans toute les émotions qu'il provoque à son écoute. C'est le genre qui vous prend aux tripes et qui vous marque à vie. Jeff Buckley était un grand artiste, et Grace en est (presque) le seul témoignage...	1
"L' un des premiers albums de la Family Stone, moins connu que Stand! ou There's a riot going On, mais qu' il serait dommage de négliger, Dance to the Music est un opus déjà gorgé de funk libérateur, de soul salvatrice, de trouvailles vocales hors-norme, de rythmes dansants et de sonorités psychédéliques. Le disque s' ouvre d' emblée sur des titres explosifs ( ""Dance to the music"", et ""Higher"", première mouture de ce qui deviendra plus tard ""I want to take you higher"" sur Stand! ) et ne relache guère la pression d' un bout à l' autre. C' en est presque épuisant ! mais le plaisir ne désemplit pas, à l' écoute de ce combo passé maitre-artificier dans l' art du groove épicé... Avis aux amateurs, cette musique si énergique pouvant finalement plaire aussi bien aux funk-addicts qu'aux jazzmen ou aux rockers !"	1
J'ai rarement entendu un disque aussi incipide. Aucune bonne chanson à mon gout, du bruit et des invités pour masquer un manque d'inspiration flagrant. Max pioche dans tous les répertoires pour accoucher au final d'un patchwork indigeste et complétement raté. J'adore Sepultura et les autres albums de Soulfly mais là vraiment c'est minable. Les morceaux sont ennuyeux, et encore je reste poli, le son trés moyen et l'inspiration aux abonnés absents. Un album dont on aurait jamais entendu parler, et pour cause, si Max Cavalera n'en avait été le triste auteur. D'ailleurs en parlant d'auteur les paroles atteignent un degré de miévrerie difficilement égalable, décidément le seul domaine où Max ait placé la barre haute. A éviter absolument.	0
je ne connaissais pas Taj Mahal mais par contre je connaissais son guitariste indien Jesse Ed Davis qui participera plus tard aux cd de John Trudell, voila la raison de mon achat et je n'ai pas du tout été déçu...!!! en plus à ce prix là...	1
"Que dire... J'avais l'album précédent mais là, j'avoue que je ne m'attendais pas à ça. Apparemment, le groupe est arrivé à maturité car le virage est assez radical. Tandis que le deuxième album sonne plutôt à la AC/DC et on peut dire ""encore un groupe de copieur du style 70's"", là, The Mooney Suzuki semble avoir trouvé leur propre style. Le son est épuré, la voix du chateur aussi, moins hard rock et beaucoup plus rock'n' roll. Chaque morceau a sa propre richesse et originalité; des fois un début assez banale (comme le morceau d'ouverture ""99%"" qui s'ouvre à la fin vers des coeurs feminins type gospel; des fois il n'y a tout simplement rien à dire : la musique coule de source. Certains morceaux ont l'accent du sud, à la guitare sèche ""Ashes"", l'excellent ""Down but not out"" ou encore ""Leap of faith"". Pour couronner le tout, l'album se termine par un pure morceau de rock'n roll ""You Never Really Wanted To Rock'n' Roll"" que si Billy Holliday pouvait l'entendre, il serait certainement retourner dans sa tombe par honte de ne pas avoir fait un morceau avec autant d'énergie. At last but not least, l'icroyable ""Good ol' alcohol"" où il semble se déverser non seulement tout le bourbon des Etats Unis mais également la moitié de l'esprit blues de la Nouvelle Orleans. Bon, bref, comme un critique de musique avait dit des années auparavant à propos de l'album de Thunder : ""Achetez cet album ou soyez damnés!"""	1
"All of his major hits are here. The remastered audio is outstanding, to say the least. I can hear evey single nuance of the music. It's as if I were present at the original studio sessions. The only thing I didn't like, in this respect, is that Yoko's wild, maniacal caterwauling can now be heard loud and clear on the Xmas track. Was that there all the time? Or is this another one of her ploys to say ""Here I am, again folks!""? Anywho, it's a great collection in my book!"	1
Soyons clair ce disque n'a rien à faire dans la rubrique du rock progressif, c'est le plus mauvais de GENESIS qui depuis 1977 n'avait plus rien à dire. Le groupe n'existe plus tant mieux.	0
"Cet album est super!Je connaissais Aly par ""phil du futur"" et j'avais envie de voir ce que ça donnait avec sa soeur.Je ne regrette absolument pas de l'avoir acheté!"	1
on se demande pourquoi andromeda a été laché par sa distribution française pour ce deuxième album... Il est brillant de bout en bout, fourmillant d'idées rythmiques (batteur phénoménal) de mélodies ciselées et de solos guitare/claviers d'exception. Certes, vous ne trouverez ici ni refrains évidents, ni structures classiques. C'est bien la définition d'une musique progressive qui cherche à enrichir constamment son discours. Un modèle du genre prog metal, en outre très bien produit.	1
"Ce DVD remémorisee bien le souvenir d'un excellent concert à Lyon ce même mois d'octobre 2008. Ici, c'es en Pologne, avec un public plutôt sage et bien assis : ce n'était pas le cas en France, mais nous on a eu la chance de la ""descente"" du maestro vers son public lors de ""it's only me"".... le frisson assuré bien sür!!! C'est le témoignage de 30 ans de carrière d'un groupe avec des hauts et des bas qui, contemporains de Marillion, n'ont pas eu la chance d'une notoriété immédiate à défaut de n'avoir sorti le disque d'anthologie dans les années 80 (script for a jester's tears pour Marillion) et peut- être de n'avoir pas eu un chanteur du charisme de Fish. Le groupe est éminemment sympathique sur scène et ce d'autant plus avec le nouveau batteur assez extraverti, Scott Higham, mais parfois aussi un peu lourd dans son jeu (Breaking the spell). On ne peut qu'admirer sans réserves la performance et l'immense talent de compositeur, chanteur, guitariste, âme de Pendragon, Nick Barrett. Une voix unique et un jeu de guitare tout aussi unique, sans esbrouffe, et toujours terriblement poignant : il y a ici foison de solos et la caméra capte bien le doigté de l'artiste. La prise de son est excellente. Avec Pure le groupe a acquis une certaine reconnaissance de la presse prog, au bout de 30 ans quand mëme,et a aussi sûrement élargi voire rajeunit son public avec une touche plus métal. Un choix qui peut-être discutable mais qui leur a réussi."	1
Je suis fan de HIM depuis le début et j'aime chacun de leurs albums mais je suis déçu par dark light. Je crois bien qu'il s'agit là de leur premier faux pas. Cet album cloche, l'inspiration n'est pas au rendez-vous et HIM semble avoir perdu de sa superbe, ou tout simplement de son talent.	0
Il est grand temps que les annees 80' s'arretent. mauvais millesimes pour Paul Mccartney.	0
"Exellent opus qui pour moi fait au moins partie des 10 meilleurs albums East Coast de ces dernieres années. Les titres préférés sont: ""Mom playing "" avec Scarface ""nothing like it"", ""for my niggaz"" avec Daz, ""Still got love for you"" bien sur les autres sont aussi très bon mais je finirai par citer tous les titres de l'album si je continuait !"	1
"Thirlwell est sans aucun doute LA référence en matière de rock industriel. Nin inch nails, Manson et compagnie lui doivent tout. Sur cet album dingue et avant-gardiste, on peut entendre entre autres le génial ""I'll meet you in Poland Baby"", la plus grande et hallucinante évocation de l'obscure période nazie jamais composée en rock. Sinon on pourra toujours se tourner vers le dernier et excellent album de foetus (""Love"")."	1
Les chef d'oeuvres musicaux existent, c'est certain sinon il n'y aurait jamais de note maximale. Mais à l'autre bout de la chaîne alimentaire, on trouve d'autres production de qualité : les nanards. Soit de la musique particulièrement nulle, mais en même temps particulièrement drôle. Ceux-là récoltent entre 2 et 3 étoiles, voir 4 si je suis dans un bon jour. Mais, tout en bas de l'échelle de richter, il y a les navets. Soit des albums suffisamment nuls pour ne pas prétendre arriver à la cheville du plus mauvais Neil Young, d'un autre côté suffisamment ennuyeux et prétentieux pour n'éveiller en vous la moindre sympathie. Là se pose Definitely Maybe. C'est ...posé, prétentieux, banal et convenu au possible. Aussi passionnant qu'écouter les cours de la bourse et plus prévisible que l'addition au supermarché. La voix du chanteur donnerait de l'urticaire à n'importe quel homme un tant soi peu mélomane. Seules 3 choses sont à sauver : la ballade sucrée Live Forever, le tube radio Supersonic qu'il faut avoir écouté sous peine de passer pour un ermite au fond de sa caverne et surtout, surtout, une production en béton. La production est énorme. Du coup ce groupe a cru sans doute l'être aussi. Grossière erreur. Bref, une oeuvre horripilante dont on ferait bien de m'expliquer l'intérêt car il m'est complètement passé au dessus de la tête.	0
Tu as posé tes raquettes, fort bien, tu as saisi un micro, pourquoi pas ? Es-tu, cependant un véritable chanteur ? Tu fus un véritable tennis man, c'est vrai ...Pardon, mais je suis ravi que tu aies trouvé un public mais, pour moi tu restes un joueur, joueur de tennis mais plus joueur que chanteur. Alors, bravo, pour les arrangements musicaux, pour quelques textes bien sentis mais comme ta voix ne me charme pas, je te laisse tes fans et je m'en vais user mes oreilles sur d'autres mélodies.	0
Plongez dans l'abîme de Portishead... Envoûtant, ténébreux, planant, crispant, flippant et merveilleux. Un excellent retour. Certe pas trop accessible au départ mais obliger d'aimer si (surtout) on a aimé le second opus. Je le conseille.	1
"...l'étendard rock ...à ses derniers temps une mauvaise tendance à etre porté par des groupes qui ne veulent qu'etre des ""rock star"" à l'americaine ...genre nickelback justement mais aussi likin'park ou les mièvres Staind ...Ceux qui croient que la qualité va de pair avec le nombre d'album vendu se bourre le doigt dans l'oeil et se revele etre passablement naif... En écoutant nickelback j'ai la réel sensation d'écouté une collision musicale entre nirvana et metallica...mais en ne prenant finalement que les clichés rock 'n roll de ses 2 groupes , sans en extraire l'essance meme...c'est finallement un autre groupe supplémentaire qui vent ses albums comme des petits pains à un jeune public americain(et mondial mondieux!) qui est carrément anesthésié par la vision quotidienne de MTV... "" How you remind me"" est l'exemple typique de rock FM fait pour marcher avant tout, et ensuite pour etre belle ensuite (un vrai artiste ne devrait avoir aucun critere commerciale qui influence sa 'zic) en fait nickelback se revele bien plus proche de Bryan Adams , Bee Gees (periode disco), dire straits etc...bien plus proche dans son approche commerciale de la musique...(evidemment leur style musicale n'a rien a voir avec les groupes pré-cités)... ...Dur d'affirmer quelque chose comme ca ...mais je crains que si Cobain était encore vivant ...la decouverte macabre d'un groupe comme Nickelback qui se serait influencé par Nirvana l'aurait probablement emmené a l'acte irréparable qu'il effectua en finallement en avril 1994... Je ne suis pas fan de nu-metal(nickelback n'est en fait ps du nu-metal)mais je trouve que il y a de plus en plus de daube et decheterie commerciale dans ce mouvement il n'y a guère que Deftones, Slipknot ou Korn (je ne suis pas fan nan plus mais...)qui merite toutefois d'etre respecté pour la sincerité de leur musique(le fric n'a rien a faire dans le rock) et leur qualité(reconnu par les critiques musicales spécialisés)... apparement ses valeurs ne se retrouve definitevement pas chez Nickelback ..."	0
Après cinq années de silence John Lennon revient en 1980 avec cet album qui sortira quelques semaines seulement avant son tragique assassinat. Petite particularité : sa compagne Yoko Ono est aussi présente et « Double Fantasy » est construit sur une sorte de dialogue, avec une alternance des chansons de John et de Yoko. Dire que seules les chansons de John ont de la valeur est en fait inexact. Certes, les « Just like starting over », les « Woman » et autres « Watching the Wheel» sont autant de chefs-d'œuvre à ranger à côté de « Instant Karma » ou « God » par exemple, mais cela ne doit pas nous faire oublier les performances de Yoko Ono non plus. Bien entendu, l'on est en droit de ne pas aimer, voire d'y être allergique, mais tout de même les compositions, si elles n'atteignent effectivement pas le génie de celles de Lennon, sont honorables : « I'm moving on », « Every man has a woman who loves him » et « Hard times are over » l'attestent. En définitive, ce n'est sans doute pas le meilleur album de John Lennon, mais il demeure tout de même tout à fait convaincant et magique par moment, malgré la grande diversité des styles.	1
"Evanescence. Ah, cet Evanescence. Une véritable révolution musicale pour certains, une vraie arnaque commerciale, ne devant même pas porter le nom de métal pour d'autres. Moi, pour ma part, j'entendais tout le monde me parler d'Evanescence. ""Va l'acheté, c'est du superbe gothique féminin"", ""Va l'acheter, les mélodies sont superbes"". Après tous ces conseils, je décidai donc d'aller l'acheter, et là...quelle déception!!"	0
"Il n'est pas nécessaire d'aller faire bruler un cierge avant de se précipiter sur ce nouvel opus des Muse... Encore une merveille ! Tout y est : mélodies envoutantes, la rage de Matthew Bellamy, la violence d'un groupe d'écorchés vifs... Le ciel s'est un peu obscurcit en nous proposant un ""Apocalypse Now"" ou en nous kidnappant avec un ""Stockholm syndrome""... L'air du temps sans doute : Pendant que Muse nous donne l'Absolution, IAM aimerait bien Revoir un Printemps ! Alors, allez en paix mes enfants..."	1
De plus en plus, nos musiques s'arrêtent à tous ces albums commercials(radio, télé...) et c'est bien dommage. Mais heureusement certains groupes ressortent de l'ordinaire tel DEBOUT SUR LE ZINC...Ici, la chanson française renait par l'humour, et des paroles que l'on retient facilement... Le rire,l'amusement, le délire se dégage de ces albums mais tout ceci avec un grand talent ressortant de la maitrise de différents instruments tels guitare, batterie, mandole, xylophone, contrebasse, violon, trompette, clarinette et bien d'autres encore! Des voix, une incroyable variété d'instruments enfin un groupe à découvrir...	1
De la part d'un groupe tel que Muse, on se permet d'avoir certaines attentes. En ce qui me concerne, je m'attendais à un album différent certes, mais dans la lignée de qualité des précédents. Cet album n'est pas mauvais, mais tellement loin de ce qu'ils nous ont habitué d'entendre. Il y a bien sûr quelques bons morceaux ; mais sur les précédents albums, tout était bon, et c'est là la grande différence de ce dernier opus. Muse, si vous me lisez, ne vous reposez pas sur vos beaux lauriers...	0
un album vraiment moyen a part la chanson casse comme du verre,le reste est bien moyen voir mauvais,je suis decu...	0
"Tres bon album des ""Smashing""...enfin c'est ce qu'on veux nous faire croire !!! En fait Mr.Billy Corgan(chanteur) est seul avec J.Chamberlin(batteur)!!! Tous les autres membres ne figurent pas sur l'album! Billy.C à tout enregistré lui meme(basse, guitareS,chant...)sauf la batterie.. Donc , MAIS OU sont les VRAIS Smashing??!! A part ca les compos sont terribles!! GROS POINT NOIR : Le son est reelement super pourri!!!!Quel dommage!! C'est ca de tout vouloir faire tout seul Billy!!T'es bon, mais en musique!! Ingé son, c'est un metier...."	0
Ce live n'est en aucun cas issu de tapes 1st gen comme assuré par les 3 doors restants. Les masters sont en la possession de Peter Abrams, patron du MAtrix et qui a enregistré deux soirs de concert sur trois, lequel n'a pas pu trouver d'arrangement financier avec les Doors (pure cupidité des membres restants ! ) Pour avoir pu comparer des extraits de ces master tapes et écouté ce double live : pas de comparaison possible : le son sur ce live n'est pas digne du pire des bootlegs en circulation, alors que le matériau original est fantastique ! Il ne sera certainement jamais réalisé pour le public... une honte ! Passez votre chemin et souvenez-vous : Money beats soul every time	0
"The warning est le premier véritable album du groupe, paru en 1984. Le premier , sorti un an plus tôt avait déjà montré les qualités de ce groupe. ""The warning"" est dans la continuité mais enfonce le clou. D'entrée, on est impressionné par le professionnalisme que dégage Queensrÿche. Des musiciens excellents, un chanteur impressionnant (pour le moins !) quand il faut tutoyer les notes les plus hautes et un soliste qui fait des étincelles. Avec leurs têtes de gamins, Geoff Tate et Chris de Garmo apparaissent d'ailleurs comme étant l'ossature du groupe avec le second guitariste, Michael Wilton. Ces trois-là signant toutes les compos de l'album. Les titres, même s'ils manquent encore un peu d'originalité (Iron Maiden n'est pas loin - cf ""Child of fire"") montrent un talent indéniable de composition. Les ""Warning"", ""En Force"" ou encore ""Deliverance"" sont de belles pièces de Heavy mélodique. La ballade mélancolique n'est pas oubliée (""No sanctuary""). Le superbe ""Take hold of the flame"" ainsi que ""Roads to madness"" annoncent le chemin plus progressif que le groupe prendra par la suite. On sent chez ce groupe une marge de progression énorme, une envie d'innover (""NM 156"") qui se confirmera deux ans plus tard sur l'album suivant, le magnifique ""Rage for order"". Ceux qui connaissent Queensrÿche grâce à leurs derniers albums et ne connaîtraient pas celui-ci pourront tout de même être un peu surpris car c'est bien plus ""direct"" que ce qu'ils ont fait par la suite. Il s'agit cependant pour moi d'un album essentiel dans la discographie du groupe, en tout cas bien plus que les dernières productions."	1
Outre les véritables qualités artistiques de la diva et si votre système hi-fi est un minimum décent, oubliez ce disque ! Une overdose de graves (même pas du vrai grave, du bas-médium pour flatter les mini chaînes ...) au mixage et à la production étouffe les qualités vocales de Alicia et trame une agressivité sonore intolérable au bout de 5 minutes ! Achetez sans hésitations ses 2 premiers albums, oubliez celui-ci à peine meilleur qu'un bootleg. D'ailleurs, je propose mon exemplaire à la vente ... Un amateur ? ...	0
Tout simplement génial !!! Réception du colis, et la première surprise, c'est la taille. Il est trés grand. Ouverture du colis et émerveillement avant même l'ouverture, tant la finition de ce coffret est soignée. Ouverture du coffret et découverte des différents éléments. Commencons par le digipack: Finition soignée une fois encore. feuilleter le livret qui y ait accroché est un émerveillement a chaque page, tant pour les photos que pour les petits détails sur certaines pages au niveau des textes... Déplions l'autre partie de ce digipack et surprise, des photos, un poster !!! Passons au DVD, Le film est trés sympa, la pochette DVD est excellente elle aussi. Passons au livret... Que dis je, le livre !!! Couverture cartonnée, photos sublimes, quelques petites perles comme la reproduction des paroles manuscrite sur certaines pages. Le contenu de l'album est tout simplement excellent aussi, mais en ce qui me concerne, ce n'est pas pour la musique que j'ai acheté le coffret... Je l'avais déja :-) Tout bon fan de U2 ayant 50€ à dépenser se doit de commander ce coffret tres tres vite !!	1
"Album le plus mal aimé du groupe, le plus incompris aussi, il dévoile pourtant une magie (noire) et une maitrise incroyable pour ce groupe qu'on pensait à jamais perdu dans le rock bubble gum pour teen ager ou du hard disco. Le groupe semble pourtant en pleine capacité de ses moyens et n'a jamais été aussi créatif, (""under the rose"") en employant même en leur sein un grand autre new yorkais : Lou Reed! La production de Bob Ezrin est loin de celle de ""destroyer"", plus enrobée, plus sombre, on déplorera bien sur l'histoire sur les coupures qu'il a faite des solos d'Ace Frehley qui sont pourtant ici, MAGISTRAUX !!! (""dark light"" .. sans commentaires) Cet album préfigure déjà le grand retour de ""creatures of the night"" musicalement, faite de joyau moyen ageux (""just a boy""), de plaintes simmonesques (""mr Blackwell"") tout en gardant un tout petit pied encore dans leur son seventies mais , dans la discographie du groupe, il reste une oeuvre à part, une oeuvre ambitieuse et sérieuse ou il nous dévoile 4 grands musiciens talentueux. Et dernier acte pour Ace qui s'en sort encore une fois, haut la main."	1
"rien à voir avec le volume 1 &amp;amp; 2 qui sont superbes,à se poser des questions,car maintenant avec un bon ordi,on peut faire la même chose et mieux.trés déçus,titres ""funk"" inconnus et à peine mixés du vol.3 au vol.5,que des jingels et souvent les mêmes.je déconseil fortement à ceux qui ont 22 €uros à dépenser,vaut mieux investir dans autres choses.et aussi attention aux copies du volume 3,en vente dans certains magasins,sous une autre pochette.M. KHEOPS peut on se dire DJ et faire quelque chose d'aussi nul?.pour finir,merci l'ordinateur,je le pense vraiment,et tempis à ceux qui achéteront malgrés mes indices."	0
"Dans la foulée de l'Expédition nos amis du Quebec nous font la bonne surprise d'enchaîner avec un deuxième opus qui vaut lui aussi le détour. Les accents sont moins graves que sur l'album précédent. Les textes et les mélodies sont plus joyeux et légers et l'on a le plaisir de découvrir de nouveaux personnages (Titi Tancrède et le Beau-Frère) ou de continuer la saga de certains autres comme Jipi Labrosse et Gina Pinard. Cependant, avec nos ""Cowboys"" il ne faut jamais se fier aux apparences et ils ont placé au milieu de leur titres joyeux des morceaux engagés et sociaux tels que : ""Pittoresque"", ""Au pays des sapins géants"" et ma préférée ""Par chez nous"". En résumé un très bon album qui complète à merveilles leurs productions précédentes et que l'on dégustera avec plaisir en live."	1
Avec A day at the races, cette autre summum de la musique Pop qu'est A Night at the Opera ( allusion Marx) est tout aussi indispensable. Queen est incontournable et ce CD vaut son pesant d'or musical. C'est tellement vrai que c'est un lieu commun que de le répéter...	1
Jamais décue par Melissa Etheridge, du 1er album au dernier (the awakening choisir le live avec DVD du concert)tout est à découvrir, réécouter. Dommage qu'elle ne soit pas connue et surtout reconnue en France(Merci les média !!!!!) La plus grande DAME du rock, du blues, sa sensibilité n'a d'égale que la sensualité de sa voix. Speack True, Be strong, Spead the peace.	1
"tout simplement génial, on a attendu trop longtemps mais si les retour sont tous comme ça, on en redemande. Certains ttres sont dans la même lignée que ""never gone"". Merci les backstreet boys..."	1
